Data;12 - Taxa de juros - CDI - % a.d.
20/12/2011;0,041063
21/12/2011;0,041028
22/12/2011;0,040992
23/12/2011;0,040992
26/12/2011;0,040884
27/12/2011;0,040920
28/12/2011;0,040884
29/12/2011;0,040956
30/12/2011;0,040956
02/01/2012;0,041028
03/01/2012;0,040992
04/01/2012;0,040992
05/01/2012;0,040884
06/01/2012;0,040920
09/01/2012;0,040777
10/01/2012;0,040813
11/01/2012;0,040777
12/01/2012;0,040741
13/01/2012;0,040777
16/01/2012;0,040777
17/01/2012;0,040741
18/01/2012;0,040705
19/01/2012;0,038946
20/01/2012;0,038982
23/01/2012;0,038982
24/01/2012;0,039018
25/01/2012;0,039018
26/01/2012;0,038946
27/01/2012;0,038910
30/01/2012;0,038910
31/01/2012;0,038946
01/02/2012;0,038910
02/02/2012;0,038910
03/02/2012;0,038982
06/02/2012;0,038910
07/02/2012;0,038910
08/02/2012;0,038874
09/02/2012;0,038910
10/02/2012;0,038910
13/02/2012;0,038838
14/02/2012;0,038874
15/02/2012;0,038874
16/02/2012;0,038838
17/02/2012;0,038982
22/02/2012;0,038874
23/02/2012;0,038874
24/02/2012;0,038946
27/02/2012;0,038946
28/02/2012;0,038838
29/02/2012;0,038802
01/03/2012;0,038802
02/03/2012;0,038766
05/03/2012;0,038766
06/03/2012;0,038730
07/03/2012;0,038622
08/03/2012;0,036129
09/03/2012;0,036056
12/03/2012;0,035948
13/03/2012;0,035875
14/03/2012;0,035839
15/03/2012;0,035839
16/03/2012;0,035984
19/03/2012;0,035948
20/03/2012;0,035948
21/03/2012;0,035948
22/03/2012;0,035948
23/03/2012;0,036093
26/03/2012;0,035984
27/03/2012;0,035984
28/03/2012;0,035948
29/03/2012;0,035948
30/03/2012;0,036093
02/04/2012;0,036020
03/04/2012;0,036020
04/04/2012;0,036129
05/04/2012;0,036093
09/04/2012;0,036020
10/04/2012;0,036093
11/04/2012;0,035984
12/04/2012;0,035948
13/04/2012;0,035948
16/04/2012;0,035911
17/04/2012;0,035875
18/04/2012;0,035911
19/04/2012;0,033182
20/04/2012;0,033219
23/04/2012;0,033365
24/04/2012;0,033182
25/04/2012;0,033182
26/04/2012;0,033182
27/04/2012;0,033219
30/04/2012;0,033109
02/05/2012;0,033328
03/05/2012;0,033328
04/05/2012;0,033146
07/05/2012;0,033146
08/05/2012;0,033073
09/05/2012;0,033073
10/05/2012;0,033036
11/05/2012;0,033036
14/05/2012;0,032854
15/05/2012;0,033182
16/05/2012;0,033219
17/05/2012;0,033255
18/05/2012;0,033328
21/05/2012;0,033219
22/05/2012;0,033365
23/05/2012;0,033401
24/05/2012;0,033401
25/05/2012;0,033438
28/05/2012;0,033401
29/05/2012;0,033438
30/05/2012;0,033511
31/05/2012;0,031756
01/06/2012;0,031792
04/06/2012;0,031829
05/06/2012;0,031866
06/06/2012;0,031719
08/06/2012;0,031866
11/06/2012;0,031719
12/06/2012;0,031792
13/06/2012;0,031829
14/06/2012;0,031792
15/06/2012;0,031719
18/06/2012;0,031829
19/06/2012;0,031719
20/06/2012;0,031902
21/06/2012;0,031939
22/06/2012;0,031866
25/06/2012;0,031939
26/06/2012;0,031829
27/06/2012;0,031902
28/06/2012;0,031866
29/06/2012;0,031939
02/07/2012;0,031866
03/07/2012;0,031866
04/07/2012;0,031902
05/07/2012;0,031866
06/07/2012;0,031792
09/07/2012;0,031866
10/07/2012;0,031719
11/07/2012;0,031646
12/07/2012;0,029993
13/07/2012;0,029919
16/07/2012;0,029993
17/07/2012;0,029883
18/07/2012;0,029809
19/07/2012;0,029919
20/07/2012;0,029956
23/07/2012;0,029956
24/07/2012;0,029883
25/07/2012;0,029956
26/07/2012;0,029846
27/07/2012;0,029772
30/07/2012;0,029919
31/07/2012;0,029919
01/08/2012;0,029919
02/08/2012;0,029883
03/08/2012;0,029919
06/08/2012;0,029883
07/08/2012;0,029883
08/08/2012;0,029883
09/08/2012;0,029883
10/08/2012;0,029883
13/08/2012;0,029809
14/08/2012;0,029919
15/08/2012;0,029919
16/08/2012;0,029883
17/08/2012;0,029956
20/08/2012;0,029993
21/08/2012;0,029883
22/08/2012;0,029846
23/08/2012;0,029846
24/08/2012;0,029883
27/08/2012;0,029919
28/08/2012;0,029919
29/08/2012;0,029883
30/08/2012;0,028259
31/08/2012;0,028259
03/09/2012;0,028370
04/09/2012;0,028296
05/09/2012;0,028296
06/09/2012;0,028296
10/09/2012;0,028259
11/09/2012;0,028222
12/09/2012;0,028186
13/09/2012;0,028186
14/09/2012;0,028149
17/09/2012;0,028112
18/09/2012;0,028075
19/09/2012;0,028075
20/09/2012;0,028149
21/09/2012;0,028149
24/09/2012;0,028149
25/09/2012;0,028259
26/09/2012;0,028222
27/09/2012;0,028186
28/09/2012;0,028186
01/10/2012;0,028186
02/10/2012;0,028149
03/10/2012;0,028186
04/10/2012;0,028186
05/10/2012;0,028186
08/10/2012;0,028186
09/10/2012;0,028149
10/10/2012;0,028075
11/10/2012;0,027001
15/10/2012;0,027001
16/10/2012;0,027038
17/10/2012;0,027075
18/10/2012;0,027149
19/10/2012;0,027149
22/10/2012;0,027297
23/10/2012;0,027297
24/10/2012;0,027334
25/10/2012;0,027260
26/10/2012;0,027186
29/10/2012;0,027149
30/10/2012;0,027112
31/10/2012;0,027186
01/11/2012;0,027260
05/11/2012;0,027297
06/11/2012;0,027297
07/11/2012;0,027334
08/11/2012;0,027186
09/11/2012;0,027186
12/11/2012;0,027112
13/11/2012;0,027075
14/11/2012;0,027075
16/11/2012;0,027038
19/11/2012;0,026964
20/11/2012;0,026889
21/11/2012;0,026815
22/11/2012;0,027186
23/11/2012;0,027297
26/11/2012;0,027334
27/11/2012;0,027297
28/11/2012;0,027260
29/11/2012;0,027112
30/11/2012;0,027075
03/12/2012;0,027112
04/12/2012;0,027112
05/12/2012;0,027075
06/12/2012;0,027038
07/12/2012;0,027001
10/12/2012;0,026889
11/12/2012;0,026741
12/12/2012;0,026741
13/12/2012;0,026667
14/12/2012;0,026481
17/12/2012;0,026444
18/12/2012;0,026370
19/12/2012;0,026258
20/12/2012;0,026295
21/12/2012;0,026370
24/12/2012;0,026370
26/12/2012;0,026481
27/12/2012;0,026481
28/12/2012;0,026481
31/12/2012;0,026481
02/01/2013;0,026555
03/01/2013;0,026555
04/01/2013;0,026593
07/01/2013;0,026555
08/01/2013;0,026518
09/01/2013;0,026481
10/01/2013;0,026518
11/01/2013;0,026555
14/01/2013;0,026593
15/01/2013;0,026630
16/01/2013;0,026630
17/01/2013;0,026630
18/01/2013;0,026555
21/01/2013;0,026593
22/01/2013;0,026593
23/01/2013;0,026593
24/01/2013;0,026593
25/01/2013;0,026630
28/01/2013;0,026630
29/01/2013;0,026667
30/01/2013;0,026667
31/01/2013;0,026667
01/02/2013;0,026667
04/02/2013;0,026704
05/02/2013;0,026704
06/02/2013;0,026704
07/02/2013;0,026667
08/02/2013;0,026667
13/02/2013;0,026667
14/02/2013;0,026630
15/02/2013;0,026630
18/02/2013;0,026630
19/02/2013;0,026593
20/02/2013;0,026667
21/02/2013;0,026667
22/02/2013;0,026704
25/02/2013;0,026852
26/02/2013;0,026778
27/02/2013;0,026778
28/02/2013;0,026778
01/03/2013;0,026778
04/03/2013;0,026815
05/03/2013;0,026815
06/03/2013;0,026815
07/03/2013;0,026815
08/03/2013;0,026815
11/03/2013;0,026815
12/03/2013;0,026815
13/03/2013;0,026815
14/03/2013;0,026815
15/03/2013;0,026815
18/03/2013;0,026815
19/03/2013;0,026815
20/03/2013;0,026815
21/03/2013;0,026815
22/03/2013;0,026815
25/03/2013;0,026815
26/03/2013;0,026815
27/03/2013;0,026815
28/03/2013;0,026889
01/04/2013;0,026926
02/04/2013;0,026926
03/04/2013;0,026889
04/04/2013;0,026889
05/04/2013;0,026889
08/04/2013;0,026889
09/04/2013;0,026889
10/04/2013;0,026889
11/04/2013;0,026889
12/04/2013;0,026889
15/04/2013;0,026889
16/04/2013;0,026852
17/04/2013;0,026852
18/04/2013;0,027742
19/04/2013;0,027742
22/04/2013;0,027742
23/04/2013;0,027742
24/04/2013;0,027742
25/04/2013;0,027742
26/04/2013;0,027705
29/04/2013;0,027705
30/04/2013;0,027705
02/05/2013;0,027705
03/05/2013;0,027705
06/05/2013;0,027742
07/05/2013;0,027742
08/05/2013;0,027705
09/05/2013;0,027742
10/05/2013;0,027705
13/05/2013;0,027668
14/05/2013;0,027668
15/05/2013;0,027668
16/05/2013;0,027668
17/05/2013;0,027668
20/05/2013;0,027668
21/05/2013;0,027668
22/05/2013;0,027668
23/05/2013;0,027668
24/05/2013;0,027668
27/05/2013;0,027668
28/05/2013;0,027668
29/05/2013;0,027668
31/05/2013;0,029514
03/06/2013;0,029514
04/06/2013;0,029514
05/06/2013;0,029514
06/06/2013;0,029514
07/06/2013;0,029514
10/06/2013;0,029514
11/06/2013;0,029514
12/06/2013;0,029514
13/06/2013;0,029514
14/06/2013;0,029514
17/06/2013;0,029514
18/06/2013;0,029514
19/06/2013;0,029514
20/06/2013;0,029514
21/06/2013;0,029514
24/06/2013;0,029514
25/06/2013;0,029514
26/06/2013;0,029514
27/06/2013;0,029514
28/06/2013;0,029514
01/07/2013;0,029514
02/07/2013;0,029514
03/07/2013;0,029514
04/07/2013;0,029514
05/07/2013;0,029514
08/07/2013;0,029514
09/07/2013;0,029514
10/07/2013;0,029514
11/07/2013;0,031353
12/07/2013;0,031353
15/07/2013;0,031353
16/07/2013;0,031353
17/07/2013;0,031353
18/07/2013;0,031353
19/07/2013;0,031353
22/07/2013;0,031353
23/07/2013;0,031353
24/07/2013;0,031353
25/07/2013;0,031353
26/07/2013;0,031353
29/07/2013;0,031353
30/07/2013;0,031353
31/07/2013;0,031353
01/08/2013;0,031389
02/08/2013;0,031389
05/08/2013;0,031353
06/08/2013;0,031353
07/08/2013;0,031353
08/08/2013;0,031353
09/08/2013;0,031353
12/08/2013;0,031353
13/08/2013;0,031353
14/08/2013;0,031353
15/08/2013;0,031353
16/08/2013;0,031353
19/08/2013;0,031353
20/08/2013;0,031353
21/08/2013;0,031353
22/08/2013;0,031353
23/08/2013;0,031353
26/08/2013;0,031353
27/08/2013;0,031353
28/08/2013;0,031353
29/08/2013;0,033182
30/08/2013;0,033182
02/09/2013;0,033182
03/09/2013;0,033182
04/09/2013;0,033182
05/09/2013;0,033182
06/09/2013;0,033182
09/09/2013;0,033182
10/09/2013;0,033182
11/09/2013;0,033182
12/09/2013;0,033182
13/09/2013;0,033182
16/09/2013;0,033182
17/09/2013;0,033182
18/09/2013;0,033182
19/09/2013;0,033146
20/09/2013;0,033109
23/09/2013;0,033109
24/09/2013;0,033109
25/09/2013;0,033511
26/09/2013;0,033182
27/09/2013;0,033146
30/09/2013;0,033146
01/10/2013;0,033146
02/10/2013;0,033109
03/10/2013;0,033109
04/10/2013;0,033584
07/10/2013;0,033511
08/10/2013;0,033511
09/10/2013;0,033657
10/10/2013;0,035512
11/10/2013;0,035367
14/10/2013;0,035476
15/10/2013;0,035476
16/10/2013;0,035476
17/10/2013;0,035476
18/10/2013;0,035367
21/10/2013;0,035476
22/10/2013;0,035476
23/10/2013;0,035367
24/10/2013;0,035367
25/10/2013;0,035367
28/10/2013;0,035367
29/10/2013;0,035367
30/10/2013;0,035367
31/10/2013;0,035367
01/11/2013;0,035367
04/11/2013;0,035222
05/11/2013;0,035222
06/11/2013;0,035222
07/11/2013;0,035222
08/11/2013;0,035222
11/11/2013;0,035222
12/11/2013;0,035222
13/11/2013;0,035222
14/11/2013;0,035222
18/11/2013;0,035222
19/11/2013;0,035222
20/11/2013;0,035222
21/11/2013;0,035222
22/11/2013;0,035222
25/11/2013;0,035222
26/11/2013;0,035222
27/11/2013;0,035222
28/11/2013;0,036998
29/11/2013;0,036998
02/12/2013;0,036998
03/12/2013;0,036998
04/12/2013;0,036998
05/12/2013;0,036998
06/12/2013;0,036962
09/12/2013;0,037287
10/12/2013;0,036998
11/12/2013;0,036998
12/12/2013;0,036998
13/12/2013;0,036998
16/12/2013;0,037287
17/12/2013;0,036998
18/12/2013;0,036998
19/12/2013;0,036998
20/12/2013;0,036998
23/12/2013;0,036998
24/12/2013;0,036998
26/12/2013;0,036998
27/12/2013;0,036998
30/12/2013;0,036998
31/12/2013;0,036998
02/01/2014;0,036998
03/01/2014;0,036998
06/01/2014;0,036998
07/01/2014;0,036998
08/01/2014;0,036998
09/01/2014;0,036998
10/01/2014;0,036998
13/01/2014;0,036998
14/01/2014;0,036998
15/01/2014;0,036998
16/01/2014;0,038802
17/01/2014;0,039054
20/01/2014;0,039090
21/01/2014;0,039090
22/01/2014;0,038802
23/01/2014;0,038802
24/01/2014;0,038802
27/01/2014;0,038802
28/01/2014;0,038802
29/01/2014;0,038802
30/01/2014;0,038802
31/01/2014;0,038802
03/02/2014;0,038802
04/02/2014;0,038874
05/02/2014;0,038874
06/02/2014;0,038874
07/02/2014;0,038874
10/02/2014;0,038874
11/02/2014;0,038874
12/02/2014;0,038874
13/02/2014;0,038874
14/02/2014;0,038874
17/02/2014;0,038874
18/02/2014;0,038874
19/02/2014;0,038874
20/02/2014;0,038874
21/02/2014;0,038874
24/02/2014;0,038874
25/02/2014;0,038874
26/02/2014;0,039090
27/02/2014;0,039952
28/02/2014;0,039952
05/03/2014;0,039809
06/03/2014;0,039809
07/03/2014;0,039809
10/03/2014;0,039809
11/03/2014;0,039809
12/03/2014;0,039809
13/03/2014;0,039809
14/03/2014;0,039809
17/03/2014;0,039809
18/03/2014;0,039809
19/03/2014;0,039952
20/03/2014;0,039952
21/03/2014;0,039952
24/03/2014;0,039952
25/03/2014;0,039952
26/03/2014;0,039952
27/03/2014;0,039809
28/03/2014;0,039809
31/03/2014;0,039809
01/04/2014;0,039809
02/04/2014;0,039809
03/04/2014;0,040705
04/04/2014;0,040705
07/04/2014;0,040705
08/04/2014;0,040705
09/04/2014;0,040705
10/04/2014;0,040705
11/04/2014;0,040705
14/04/2014;0,040705
15/04/2014;0,040705
16/04/2014;0,040705
17/04/2014;0,040705
22/04/2014;0,040705
23/04/2014;0,040705
24/04/2014;0,040705
25/04/2014;0,040705
28/04/2014;0,040705
29/04/2014;0,040705
30/04/2014;0,040705
02/05/2014;0,040705
05/05/2014;0,040705
06/05/2014;0,040705
07/05/2014;0,040705
08/05/2014;0,040705
09/05/2014;0,040705
12/05/2014;0,040705
13/05/2014;0,040705
14/05/2014;0,040705
15/05/2014;0,040705
16/05/2014;0,040705
19/05/2014;0,040705
20/05/2014;0,040705
21/05/2014;0,040705
22/05/2014;0,040705
23/05/2014;0,040705
26/05/2014;0,040705
27/05/2014;0,040705
28/05/2014;0,040705
29/05/2014;0,040705
30/05/2014;0,040705
02/06/2014;0,040705
03/06/2014;0,040705
04/06/2014;0,040705
05/06/2014;0,040705
06/06/2014;0,040705
09/06/2014;0,040849
10/06/2014;0,040705
11/06/2014;0,040705
12/06/2014;0,040705
13/06/2014;0,040705
16/06/2014;0,040705
17/06/2014;0,040705
18/06/2014;0,040705
20/06/2014;0,040705
23/06/2014;0,040705
24/06/2014;0,040705
25/06/2014;0,040705
26/06/2014;0,040705
27/06/2014;0,040705
30/06/2014;0,040705
01/07/2014;0,040705
02/07/2014;0,040705
03/07/2014;0,040705
04/07/2014;0,040705
07/07/2014;0,040705
08/07/2014;0,040705
09/07/2014;0,040705
10/07/2014;0,040705
11/07/2014;0,040705
14/07/2014;0,040705
15/07/2014;0,040705
16/07/2014;0,040705
17/07/2014;0,040705
18/07/2014;0,040705
21/07/2014;0,040705
22/07/2014;0,040705
23/07/2014;0,040705
24/07/2014;0,040705
25/07/2014;0,040705
28/07/2014;0,040705
29/07/2014;0,040705
30/07/2014;0,040705
31/07/2014;0,040705
01/08/2014;0,040705
04/08/2014;0,040741
05/08/2014;0,040741
06/08/2014;0,040741
07/08/2014;0,040741
08/08/2014;0,040741
11/08/2014;0,040741
12/08/2014;0,040741
13/08/2014;0,040741
14/08/2014;0,040741
15/08/2014;0,040777
18/08/2014;0,040741
19/08/2014;0,040741
20/08/2014;0,040849
21/08/2014;0,040777
22/08/2014;0,040741
25/08/2014;0,040849
26/08/2014;0,040849
27/08/2014;0,040741
28/08/2014;0,040849
29/08/2014;0,040741
01/09/2014;0,040741
02/09/2014;0,040741
03/09/2014;0,040741
04/09/2014;0,040741
05/09/2014;0,040741
08/09/2014;0,040741
09/09/2014;0,040741
10/09/2014;0,040849
11/09/2014;0,040741
12/09/2014;0,040741
15/09/2014;0,040741
16/09/2014;0,040741
17/09/2014;0,040741
18/09/2014;0,040741
19/09/2014;0,040741
22/09/2014;0,040741
23/09/2014;0,040849
24/09/2014;0,040849
25/09/2014;0,040849
26/09/2014;0,040741
29/09/2014;0,040741
30/09/2014;0,040741
01/10/2014;0,040741
02/10/2014;0,040741
03/10/2014;0,040741
06/10/2014;0,040741
07/10/2014;0,040849
08/10/2014;0,040849
09/10/2014;0,040849
10/10/2014;0,040849
13/10/2014;0,040741
14/10/2014;0,040849
15/10/2014;0,040741
16/10/2014;0,040849
17/10/2014;0,040849
20/10/2014;0,040849
21/10/2014;0,040849
22/10/2014;0,040849
23/10/2014;0,040849
24/10/2014;0,040849
27/10/2014;0,040849
28/10/2014;0,040849
29/10/2014;0,040849
30/10/2014;0,041743
31/10/2014;0,041636
03/11/2014;0,041636
04/11/2014;0,041636
05/11/2014;0,041743
06/11/2014;0,041743
07/11/2014;0,041743
10/11/2014;0,041743
11/11/2014;0,041743
12/11/2014;0,041743
13/11/2014;0,041743
14/11/2014;0,041743
17/11/2014;0,041743
18/11/2014;0,041743
19/11/2014;0,041743
20/11/2014;0,041743
21/11/2014;0,041743
24/11/2014;0,041743
25/11/2014;0,041743
26/11/2014;0,041743
27/11/2014;0,041743
28/11/2014;0,041636
01/12/2014;0,041636
02/12/2014;0,041636
03/12/2014;0,041743
04/12/2014;0,043526
05/12/2014;0,043526
08/12/2014;0,043526
09/12/2014;0,043455
10/12/2014;0,043455
11/12/2014;0,043526
12/12/2014;0,043526
15/12/2014;0,043526
16/12/2014;0,043526
17/12/2014;0,043526
18/12/2014;0,043526
19/12/2014;0,043526
22/12/2014;0,043526
23/12/2014;0,043455
24/12/2014;0,043455
26/12/2014;0,043455
29/12/2014;0,043526
30/12/2014;0,043455
31/12/2014;0,043455
02/01/2015;0,043455
05/01/2015;0,043455
06/01/2015;0,043455
07/01/2015;0,043455
08/01/2015;0,043455
09/01/2015;0,043455
12/01/2015;0,043455
13/01/2015;0,043455
14/01/2015;0,043455
15/01/2015;0,043455
16/01/2015;0,043455
19/01/2015;0,043455
20/01/2015;0,043455
21/01/2015;0,043455
22/01/2015;0,045301
23/01/2015;0,045265
26/01/2015;0,045265
27/01/2015;0,045265
28/01/2015;0,045265
29/01/2015;0,045265
30/01/2015;0,045265
02/02/2015;0,045265
03/02/2015;0,045301
04/02/2015;0,045301
05/02/2015;0,045301
06/02/2015;0,045301
09/02/2015;0,045301
10/02/2015;0,045301
11/02/2015;0,045301
12/02/2015;0,045301
13/02/2015;0,045301
18/02/2015;0,045301
19/02/2015;0,045301
20/02/2015;0,045301
23/02/2015;0,045301
24/02/2015;0,045301
25/02/2015;0,045301
26/02/2015;0,045301
27/02/2015;0,045301
02/03/2015;0,045301
03/03/2015;0,045301
04/03/2015;0,045301
05/03/2015;0,047103
06/03/2015;0,047103
09/03/2015;0,047103
10/03/2015;0,047103
11/03/2015;0,047103
12/03/2015;0,047103
13/03/2015;0,047103
16/03/2015;0,047103
17/03/2015;0,047103
18/03/2015;0,047103
19/03/2015;0,047103
20/03/2015;0,047103
23/03/2015;0,047138
24/03/2015;0,047138
25/03/2015;0,047138
26/03/2015;0,047138
27/03/2015;0,047138
30/03/2015;0,047103
31/03/2015;0,047103
01/04/2015;0,047103
02/04/2015;0,047103
06/04/2015;0,047103
07/04/2015;0,047103
08/04/2015;0,047103
09/04/2015;0,047103
10/04/2015;0,047103
13/04/2015;0,047103
14/04/2015;0,047103
15/04/2015;0,047103
16/04/2015;0,047103
17/04/2015;0,047103
20/04/2015;0,047103
22/04/2015;0,047103
23/04/2015;0,047103
24/04/2015;0,047103
27/04/2015;0,047138
28/04/2015;0,047173
29/04/2015;0,047173
30/04/2015;0,048897
04/05/2015;0,048897
05/05/2015;0,048967
06/05/2015;0,048967
07/05/2015;0,048967
08/05/2015;0,048967
11/05/2015;0,048967
12/05/2015;0,048967
13/05/2015;0,048967
14/05/2015;0,048967
15/05/2015;0,048967
18/05/2015;0,048967
19/05/2015;0,048967
20/05/2015;0,048967
21/05/2015;0,048967
22/05/2015;0,048967
25/05/2015;0,048967
26/05/2015;0,048967
27/05/2015;0,048967
28/05/2015;0,048967
29/05/2015;0,048967
01/06/2015;0,048967
02/06/2015;0,048967
03/06/2015;0,048967
05/06/2015;0,050753
08/06/2015;0,050753
09/06/2015;0,050753
10/06/2015;0,050753
11/06/2015;0,050753
12/06/2015;0,050753
15/06/2015;0,050753
16/06/2015;0,050753
17/06/2015;0,050753
18/06/2015;0,050753
19/06/2015;0,050753
22/06/2015;0,050753
23/06/2015;0,050753
24/06/2015;0,050753
25/06/2015;0,050753
26/06/2015;0,050753
29/06/2015;0,050753
30/06/2015;0,050753
01/07/2015;0,050753
02/07/2015;0,050753
03/07/2015;0,050753
06/07/2015;0,050753
07/07/2015;0,050753
08/07/2015;0,050753
09/07/2015;0,050753
10/07/2015;0,050753
13/07/2015;0,050753
14/07/2015;0,050753
15/07/2015;0,050753
16/07/2015;0,050753
17/07/2015;0,050753
20/07/2015;0,050753
21/07/2015;0,050753
22/07/2015;0,050753
23/07/2015;0,050753
24/07/2015;0,050753
27/07/2015;0,050753
28/07/2015;0,050753
29/07/2015;0,050753
30/07/2015;0,052461
31/07/2015;0,052461
03/08/2015;0,052461
04/08/2015;0,052461
05/08/2015;0,052461
06/08/2015;0,052461
07/08/2015;0,052461
10/08/2015;0,052461
11/08/2015;0,052461
12/08/2015;0,052461
13/08/2015;0,052461
14/08/2015;0,052461
17/08/2015;0,052461
18/08/2015;0,052461
19/08/2015;0,052461
20/08/2015;0,052461
21/08/2015;0,052461
24/08/2015;0,052461
25/08/2015;0,052461
26/08/2015;0,052461
27/08/2015;0,052461
28/08/2015;0,052461
31/08/2015;0,052461
01/09/2015;0,052461
02/09/2015;0,052461
03/09/2015;0,052461
04/09/2015;0,052461
08/09/2015;0,052461
09/09/2015;0,052461
10/09/2015;0,052461
11/09/2015;0,052461
14/09/2015;0,052461
15/09/2015;0,052461
16/09/2015;0,052461
17/09/2015;0,052461
18/09/2015;0,052461
21/09/2015;0,052461
22/09/2015;0,052461
23/09/2015;0,052461
24/09/2015;0,052461
25/09/2015;0,052461
28/09/2015;0,052461
29/09/2015;0,052461
30/09/2015;0,052461
01/10/2015;0,052461
02/10/2015;0,052461
05/10/2015;0,052461
06/10/2015;0,052461
07/10/2015;0,052461
08/10/2015;0,052461
09/10/2015;0,052461
13/10/2015;0,052461
14/10/2015;0,052461
15/10/2015;0,052461
16/10/2015;0,052461
19/10/2015;0,052461
20/10/2015;0,052461
21/10/2015;0,052461
22/10/2015;0,052496
23/10/2015;0,052496
26/10/2015;0,052496
27/10/2015;0,052496
28/10/2015;0,052496
29/10/2015;0,052496
30/10/2015;0,052496
03/11/2015;0,052496
04/11/2015;0,052496
05/11/2015;0,052496
06/11/2015;0,052496
09/11/2015;0,052496
10/11/2015;0,052496
11/11/2015;0,052496
12/11/2015;0,052496
13/11/2015;0,052496
16/11/2015;0,052496
17/11/2015;0,052496
18/11/2015;0,052496
19/11/2015;0,052496
20/11/2015;0,052496
23/11/2015;0,052496
24/11/2015;0,052496
25/11/2015;0,052496
26/11/2015;0,052496
27/11/2015;0,052496
30/11/2015;0,052496
01/12/2015;0,052496
02/12/2015;0,052496
03/12/2015;0,052496
04/12/2015;0,052496
07/12/2015;0,052496
08/12/2015;0,052496
09/12/2015;0,052496
10/12/2015;0,052496
11/12/2015;0,052496
14/12/2015;0,052496
15/12/2015;0,052496
16/12/2015;0,052496
17/12/2015;0,052496
18/12/2015;0,052496
21/12/2015;0,052496
22/12/2015;0,052496
23/12/2015;0,052496
24/12/2015;0,052496
28/12/2015;0,052496
29/12/2015;0,052496
30/12/2015;0,052496
31/12/2015;0,052496
04/01/2016;0,052496
05/01/2016;0,052496
06/01/2016;0,052496
07/01/2016;0,052496
08/01/2016;0,052496
11/01/2016;0,052496
12/01/2016;0,052496
13/01/2016;0,052496
14/01/2016;0,052496
15/01/2016;0,052496
18/01/2016;0,052496
19/01/2016;0,052496
20/01/2016;0,052496
21/01/2016;0,052461
22/01/2016;0,052461
25/01/2016;0,052461
26/01/2016;0,052461
27/01/2016;0,052461
28/01/2016;0,052461
29/01/2016;0,052461
01/02/2016;0,052461
02/02/2016;0,052461
03/02/2016;0,052461
04/02/2016;0,052461
05/02/2016;0,052461
10/02/2016;0,052461
11/02/2016;0,052461
12/02/2016;0,052461
15/02/2016;0,052461
16/02/2016;0,052461
17/02/2016;0,052461
18/02/2016;0,052461
19/02/2016;0,052461
22/02/2016;0,052461
23/02/2016;0,052461
24/02/2016;0,052461
25/02/2016;0,052461
26/02/2016;0,052461
29/02/2016;0,052461
01/03/2016;0,052461
02/03/2016;0,052461
03/03/2016;0,052461
04/03/2016;0,052461
07/03/2016;0,052461
08/03/2016;0,052461
09/03/2016;0,052461
10/03/2016;0,052461
11/03/2016;0,052461
14/03/2016;0,052461
15/03/2016;0,052461
16/03/2016;0,052461
17/03/2016;0,052461
18/03/2016;0,052461
21/03/2016;0,052461
22/03/2016;0,052461
23/03/2016;0,052461
24/03/2016;0,052461
28/03/2016;0,052461
29/03/2016;0,052461
30/03/2016;0,052461
31/03/2016;0,052461
01/04/2016;0,052461
04/04/2016;0,052461
05/04/2016;0,052461
06/04/2016;0,052461
07/04/2016;0,052461
08/04/2016;0,052461
11/04/2016;0,052461
12/04/2016;0,052461
13/04/2016;0,052461
14/04/2016;0,052461
15/04/2016;0,052461
18/04/2016;0,052461
19/04/2016;0,052461
20/04/2016;0,052461
22/04/2016;0,052461
25/04/2016;0,052461
26/04/2016;0,052461
27/04/2016;0,052461
28/04/2016;0,052461
29/04/2016;0,052461
02/05/2016;0,052461
03/05/2016;0,052461
04/05/2016;0,052461
05/05/2016;0,052461
06/05/2016;0,052461
09/05/2016;0,052461
10/05/2016;0,052461
11/05/2016;0,052461
12/05/2016;0,052461
13/05/2016;0,052461
16/05/2016;0,052461
17/05/2016;0,052461
18/05/2016;0,052461
19/05/2016;0,052461
20/05/2016;0,052461
23/05/2016;0,052461
24/05/2016;0,052461
25/05/2016;0,052461
27/05/2016;0,052461
30/05/2016;0,052461
31/05/2016;0,052461
01/06/2016;0,052461
02/06/2016;0,052461
03/06/2016;0,052461
06/06/2016;0,052461
07/06/2016;0,052461
08/06/2016;0,052461
09/06/2016;0,052461
10/06/2016;0,052461
13/06/2016;0,052461
14/06/2016;0,052461
15/06/2016;0,052461
16/06/2016;0,052461
17/06/2016;0,052461
20/06/2016;0,052461
21/06/2016;0,052461
22/06/2016;0,052461
23/06/2016;0,052461
24/06/2016;0,052461
27/06/2016;0,052461
28/06/2016;0,052461
29/06/2016;0,052461
30/06/2016;0,052461
01/07/2016;0,052461
04/07/2016;0,052461
05/07/2016;0,052461
06/07/2016;0,052461
07/07/2016;0,052461
08/07/2016;0,052461
11/07/2016;0,052461
12/07/2016;0,052461
13/07/2016;0,052461
14/07/2016;0,052461
15/07/2016;0,052461
18/07/2016;0,052461
19/07/2016;0,052461
20/07/2016;0,052461
21/07/2016;0,052461
22/07/2016;0,052461
25/07/2016;0,052461
26/07/2016;0,052461
27/07/2016;0,052461
28/07/2016;0,052461
29/07/2016;0,052461
01/08/2016;0,052461
02/08/2016;0,052461
03/08/2016;0,052461
